Tsat (K)	Psat (bar)
7.0	0.0916917579871
7.0	0.0888042109186
8.0	0.339095817343
8.0	0.339095817343
9.0	0.904217906071
9.0	0.926436466886
10.0	2.08558463486
10.0	2.08558463486
11.0	4.25578374043
11.0	4.25210307286
9.5	1.39257194263
9.5	1.40337347006
10.5	2.97259823586
10.5	2.97259823586
11.5	5.98669849843
11.5	6.06918851729
12.0	8.61490251343
12.0	8.61490251343
12.5	12.5854536364
12.5	12.4404439006
