Tsat (K)	Psat (bar)
7.0	0.0902989612843
7.0	0.0910950706186
7.0	0.0822504569771
7.0	0.0938696385643
8.0	0.329475409029
8.0	0.318888469243
8.0	0.324560389029
8.0	0.315559605571
9.0	0.8225167919
9.0	0.836498436943
9.0	0.828514748514
9.0	0.8383532196
10.0	1.822364111
10.0	1.81656107943
10.0	1.78332303829
10.0	1.78152962243
11.0	3.36988383657
11.0	3.376546813
11.0	3.34155273943
11.0	3.36757732843
