155.03813
-75.36083702	-61.47779813	5.008089327
49.04429981	-4.507503252	60.81872095
-55.42318442	9.19848583	62.93654649
-77.02030886	42.96795219	44.72245579
-29.05133435	-27.2083149	-49.75043106
25.7462918	-64.76061145	-21.20030831
-35.97775972	-75.63280799	-57.43480352
57.6257401	9.516088463	48.23508448
74.30830564	4.556883518	67.50326639
-23.0419844	23.69287046	61.40789845
-40.96873952	-58.76880032	66.23945976
-61.01204751	-63.6137467	16.14926401
2.072319154	-2.434617719	39.28567864
-37.52174946	58.67949733	-8.398031113
40.05672634	2.149591185	73.49863527
-55.74329253	70.16966248	4.019909599
-0.141188498	41.80912095	-32.6544039
10.20892887	75.82863597	-66.92499139
17.00873802	-8.783289909	59.99898194
-50.14972308	-29.41086579	-28.43184474
38.39651844	-70.9184324	34.26401117
29.56586334	-26.67528339	40.67301981
-52.81701519	-46.0610458	-8.608932332
-33.55038827	-10.05297919	-12.85301568
65.91970749	11.16262094	67.58769457
-62.84688275	57.81310504	54.92587652
23.85014616	-67.44840333	-45.09144322
-22.6056383	19.70577268	27.74497611
66.20590643	-46.90457767	31.42424074
-40.51600059	-72.99676017	19.73544275
6.670198986	-12.70868161	57.10145068
61.50122357	32.47615549	-4.935907826
-4.325939414	-66.99087049	56.45015292
45.94882844	56.28662985	9.990734288
27.06397715	-67.89585036	-72.45108859
-19.314246	68.9654728	17.82578114
27.10578528	43.93062429	-38.36009821
-52.17091097	33.62767701	59.22260081
59.529844	54.59659062	40.79341499
59.37208355	45.61067091	51.72179705
-33.01738101	28.25342373	21.28220104
-14.32294971	63.77344949	-69.56021571
-19.72442811	-55.03348812	-22.19786462
53.75508151	-17.55745085	60.98583675
22.56593856	-36.32082222	3.830226888
-37.52909544	-65.40508815	-4.250360331
-10.0810435	-15.88313438	-49.08771997
55.49431873	44.18991349	-73.51320011
26.74917661	33.47438974	-67.82110581
-55.7102382	62.70045123	-16.79882386
-46.6098084	-60.13222111	-6.326309832
58.41577189	-47.98856874	-13.41736162
48.39665618	-62.5855793	23.06315867
-59.58393824	47.4313339	27.125882
54.18170101	50.81069095	-52.14754902
28.43181345	-15.47759291	73.70891106
-23.75566622	-3.390524224	52.95633777
-74.62971791	-30.20717751	-0.376625746
-31.8791988	9.846987112	-68.53135912
-71.91879262	-52.58913591	70.30288539
-31.32541552	67.0624452	-5.186540155
29.44920843	16.83453291	41.82175205
15.90404945	23.72408634	-1.570961341
30.32868983	50.34238592	-63.0403952
-12.21099894	64.77801686	-73.41770392
54.23038469	26.62058595	37.41305184
57.43601742	-64.32648558	-51.02693274
31.29662009	-57.84213418	-12.9676608
-35.51700432	-43.94503233	45.38216666
11.21180735	51.70207643	38.67094623
-58.52853511	-32.90834148	-70.3722162
-65.97917262	-2.414385483	-16.94288795
-76.25324087	-68.87039319	27.84899317
72.20139539	-64.73695635	32.4325069
60.30890429	70.67599254	64.59952934
-8.309976006	69.56280541	-17.71092497
-24.60261709	-2.172326137	-22.3957183
25.7416902	69.0836234	-62.80981992
-40.87482647	-22.21577557	28.34297501
52.98138563	58.88868261	-61.09285965
-37.17703495	-67.41241935	-56.42228976
37.22587447	66.42464586	-64.23506685
23.18792878	15.85755282	-73.18169568
20.83012338	49.27815616	60.37518645
4.169437906	-72.32880114	-53.71189634
-10.06382706	42.15729994	-9.315687837
30.13109064	48.16206638	21.43430912
-54.49229104	-68.47747982	-20.55587058
36.09126813	-24.97832811	-30.90656161
-53.65050164	52.80185766	-76.26754453
66.95818075	5.175707811	-26.21494521
61.43794008	-36.50083353	-21.70489451
40.58146291	-39.78616136	58.78909245
-62.24868082	-21.40335569	41.01970015
65.79771481	-1.525284269	7.543272569
-59.86405802	-35.34824008	46.13392248
