Tsat (K)	Psat (bar)
7.0	0.102989941419
7.0	0.0903670404013
7.0	0.0903670404013
8.0	0.31216288616
8.0	0.31216288616
8.0	0.349105679497
9.0	0.949433417293
9.0	0.916594744963
9.0	0.916594744963
10.0	2.17401610587
10.0	2.17401610587
10.0	2.2108369787
11.0	4.81837749043
11.0	4.56341724203
11.0	4.56341724203
