Tsat (K)	Psat (bar)
7.0	0.103720892288
7.0	0.113499494918
7.0	0.113467525024
8.0	0.293396882497
8.0	0.293396882497
8.0	0.312941422413
9.0	0.547557593354
9.0	0.529009767948
9.0	0.529009767948
10.0	0.832407916889
10.0	0.832407916889
10.0	0.926316464878
11.0	1.44089582262
11.0	1.32057514357
11.0	1.32254632648
